epoch,accuracy,loss,val_accuracy,val_loss
0,0.259242445230484,1.8021161556243896,0.3265903890132904,1.7094053030014038
1,0.3688252866268158,1.618704915046692,0.4150390625,1.526174545288086
2,0.41598883271217346,1.5207053422927856,0.4375,1.4565197229385376
3,0.4498167335987091,1.441882610321045,0.4748883843421936,1.3882399797439575
4,0.475894570350647,1.380588173866272,0.4945591390132904,1.327788233757019
5,0.4971897304058075,1.3263626098632812,0.5040457844734192,1.296352744102478
6,0.5142956972122192,1.289071798324585,0.5153459906578064,1.2635513544082642
7,0.5285390019416809,1.2484456300735474,0.5318080186843872,1.2417010068893433
8,0.5406528115272522,1.2134689092636108,0.5401785969734192,1.2173055410385132
9,0.5546517968177795,1.1842963695526123,0.5463169813156128,1.2023437023162842
10,0.5657182931900024,1.1535590887069702,0.5421317219734192,1.1972984075546265
11,0.5790888667106628,1.1318085193634033,0.5609654188156128,1.1615766286849976
12,0.5891080498695374,1.1051033735275269,0.5679408311843872,1.1462873220443726
13,0.5969628095626831,1.0827184915542603,0.5703125,1.139675498008728
14,0.607016921043396,1.0540488958358765,0.5807756781578064,1.1218518018722534
15,0.6172804832458496,1.0334336757659912,0.5844029188156128,1.1038435697555542
16,0.6245766878128052,1.0125218629837036,0.5902622938156128,1.0989575386047363
17,0.635189414024353,0.9878263473510742,0.5877510905265808,1.1000492572784424
18,0.6425554156303406,0.9624972939491272,0.5895647406578064,1.0925294160842896
19,0.6528539061546326,0.9414815902709961,0.5933314561843872,1.0864337682724
20,0.6627334356307983,0.9211953282356262,0.5950055718421936,1.0833972692489624
21,0.6689823865890503,0.9001339077949524,0.5940290093421936,1.0773870944976807
22,0.6779542565345764,0.8781870603561401,0.6012834906578064,1.0667253732681274
23,0.6850759387016296,0.857124924659729,0.5973772406578064,1.0732721090316772
24,0.6923023462295532,0.8320658802986145,0.60546875,1.0719605684280396
25,0.7032641172409058,0.8120273947715759,0.6067243218421936,1.0687097311019897
26,0.7095479369163513,0.7921714186668396,0.6097935438156128,1.0591586828231812
27,0.7207889556884766,0.7632776498794556,0.6148158311843872,1.0561715364456177
28,0.7319253087043762,0.7430065274238586,0.6117466688156128,1.0697120428085327
29,0.7337056994438171,0.7260356545448303,0.6149553656578064,1.072440505027771
30,0.7461686134338379,0.7038435935974121,0.6171875,1.0829904079437256
31,0.7515098452568054,0.6779928207397461,0.6155133843421936,1.0757381916046143
32,0.7586315274238586,0.6595771908760071,0.615234375,1.0871028900146484
33,0.7686507105827332,0.640507161617279,0.6216517686843872,1.0819412469863892
34,0.777378261089325,0.61924809217453,0.6195591688156128,1.073998212814331
35,0.7883749604225159,0.5951763391494751,0.6229073405265808,1.080185055732727
36,0.792738676071167,0.5726883411407471,0.6209542155265808,1.0992013216018677
37,0.7947983741760254,0.5634552836418152,0.6219307780265808,1.1043139696121216
38,0.8050968647003174,0.5428425669670105,0.6217913031578064,1.0958325862884521
39,0.8107174038887024,0.5234236121177673,0.6272321343421936,1.1236687898635864
40,0.8178390860557556,0.5084438920021057,0.6224888563156128,1.1187814474105835
41,0.8225170373916626,0.4937385022640228,0.6208147406578064,1.1230018138885498
42,0.8306710124015808,0.47297826409339905,0.6263951063156128,1.128678560256958
43,0.8349799513816833,0.4608818292617798,0.6252790093421936,1.139460563659668
44,0.8426252603530884,0.43928563594818115,0.6229073405265808,1.1597286462783813
45,0.8432536125183105,0.43652263283729553,0.6240234375,1.1544886827468872
46,0.8478268384933472,0.42216670513153076,0.6226283311843872,1.1683082580566406
47,0.8551579713821411,0.40330854058265686,0.6258370280265808,1.1709012985229492
48,0.8597661256790161,0.39390257000923157,0.6180245280265808,1.1824924945831299
49,0.8665386438369751,0.37488695979118347,0.6217913031578064,1.201444387435913
50,0.8683190941810608,0.368959903717041,0.6196986436843872,1.1988632678985596
51,0.8731366991996765,0.3615642786026001,0.6233258843421936,1.2102887630462646
52,0.880258321762085,0.33876410126686096,0.6248604655265808,1.2195829153060913
53,0.879560112953186,0.3381751775741577,0.6223493218421936,1.2353620529174805
54,0.8851108551025391,0.32738763093948364,0.6226283311843872,1.2474033832550049
55,0.8862977623939514,0.32017821073532104,0.6240234375,1.2626343965530396
56,0.888846218585968,0.3104309141635895,0.6240234375,1.2912801504135132
57,0.8928958177566528,0.2986299693584442,0.6202567219734192,1.2639615535736084
58,0.893524169921875,0.29976844787597656,0.6192801594734192,1.2705345153808594
59,0.8970500826835632,0.28711843490600586,0.6248604655265808,1.2906391620635986
60,0.9019374847412109,0.27719351649284363,0.6251395344734192,1.3038742542266846
61,0.9036830067634583,0.2745090126991272,0.6223493218421936,1.3037556409835815
62,0.9074183702468872,0.2601483166217804,0.6293247938156128,1.336201786994934
63,0.9062663912773132,0.25929033756256104,0.6238839030265808,1.334325909614563
64,0.9125502109527588,0.2503986954689026,0.6229073405265808,1.3463380336761475
65,0.9139814972877502,0.24584873020648956,0.6251395344734192,1.3277548551559448
66,0.9173328876495361,0.2386925220489502,0.6298828125,1.3460737466812134
67,0.9161109924316406,0.23732225596904755,0.6287667155265808,1.3396577835083008
68,0.9195671081542969,0.22826237976551056,0.623046875,1.3454169034957886
69,0.9213475584983826,0.2225031703710556,0.6273716688156128,1.3821815252304077
70,0.9218013882637024,0.21835120022296906,0.6195591688156128,1.401041030883789
71,0.9236865043640137,0.22030234336853027,0.6213727593421936,1.3998249769210815
72,0.923721432685852,0.2154037058353424,0.62109375,1.3745801448822021
73,0.9258858561515808,0.21280989050865173,0.6248604655265808,1.402274489402771
74,0.927526593208313,0.20567373931407928,0.6263951063156128,1.4183942079544067
75,0.9278059005737305,0.19969846308231354,0.6240234375,1.4217480421066284
76,0.9300052523612976,0.19720548391342163,0.6266741156578064,1.4349887371063232
77,0.9316809177398682,0.1965925544500351,0.6215122938156128,1.4163874387741089
78,0.9311572909355164,0.19395889341831207,0.6252790093421936,1.4491859674453735
79,0.9337755441665649,0.18984922766685486,0.6223493218421936,1.4491655826568604
80,0.934089720249176,0.1889176368713379,0.6279296875,1.4432690143585205
81,0.9372665286064148,0.17843030393123627,0.6201171875,1.4453275203704834
82,0.9373014569282532,0.17614999413490295,0.6279296875,1.447553038597107
83,0.9373014569282532,0.18089927732944489,0.6238839030265808,1.4627368450164795
84,0.9406528472900391,0.1743796318769455,0.6276506781578064,1.4428836107254028
85,0.9401989579200745,0.17276524007320404,0.6224888563156128,1.500751256942749
86,0.9405131936073303,0.17001688480377197,0.6233258843421936,1.5037935972213745
87,0.9431663751602173,0.1630232185125351,0.6294642686843872,1.4959633350372314
88,0.9445976614952087,0.1588505059480667,0.6259765625,1.4914456605911255
89,0.9442485570907593,0.15561699867248535,0.6234654188156128,1.5141369104385376
90,0.9458893537521362,0.15376754105091095,0.6265345811843872,1.5382025241851807
91,0.9444231390953064,0.15983861684799194,0.6259765625,1.5119121074676514
92,0.9446325898170471,0.15897686779499054,0.6266741156578064,1.5084084272384644
93,0.947425365447998,0.15215489268302917,0.6318359375,1.51015305519104
94,0.9480886459350586,0.149966761469841,0.6280692219734192,1.5267356634140015
95,0.9494501948356628,0.14670732617378235,0.6307198405265808,1.5108782052993774
96,0.9494850635528564,0.14572277665138245,0.6291852593421936,1.533469557762146
97,0.9482981562614441,0.14666561782360077,0.6296038031578064,1.527544379234314
98,0.9502879977226257,0.14510183036327362,0.6272321343421936,1.571999192237854
99,0.951789140701294,0.1405012309551239,0.6307198405265808,1.574064016342163
100,0.950706958770752,0.14488168060779572,0.6245814561843872,1.5892333984375
101,0.9526618719100952,0.137967050075531,0.6286272406578064,1.5505987405776978
102,0.9518938660621643,0.13531360030174255,0.6279296875,1.5686475038528442
103,0.9536044597625732,0.1324576884508133,0.6284877061843872,1.5984251499176025
104,0.9535346627235413,0.13685782253742218,0.6282086968421936,1.5677192211151123
105,0.9539186358451843,0.13117213547229767,0.6363002061843872,1.580907940864563
106,0.9529062509536743,0.13373857736587524,0.6273716688156128,1.5676316022872925
107,0.95468670129776,0.1336214542388916,0.6273716688156128,1.5822187662124634
108,0.9533950090408325,0.13191768527030945,0.6305803656578064,1.5976859331130981
109,0.9541979432106018,0.1282293200492859,0.6252790093421936,1.6095911264419556
110,0.9550008773803711,0.127421572804451,0.6280692219734192,1.507258415222168
111,0.9579682350158691,0.1228489801287651,0.6296038031578064,1.656461477279663
112,0.9572002291679382,0.1260223537683487,0.6261160969734192,1.6148407459259033
113,0.9600279331207275,0.1175893247127533,0.6290457844734192,1.621874213218689
114,0.9591552019119263,0.12013044208288193,0.6286272406578064,1.6190730333328247
115,0.959364652633667,0.11500462889671326,0.6303013563156128,1.6297188997268677
116,0.959364652633667,0.12127234786748886,0.6293247938156128,1.62628972530365
117,0.9582126140594482,0.12066076695919037,0.6293247938156128,1.6008507013320923
118,0.9595741033554077,0.11474129557609558,0.6300223469734192,1.6316999197006226
119,0.9609355926513672,0.11129021644592285,0.6316964030265808,1.6155006885528564
120,0.9623668789863586,0.11054641753435135,0.6286272406578064,1.647745966911316
121,0.961319625377655,0.11538831144571304,0.6296038031578064,1.6351858377456665
122,0.9619479775428772,0.11031010746955872,0.6282086968421936,1.6142632961273193
123,0.9618083238601685,0.11142829060554504,0.6268135905265808,1.6381462812423706
124,0.9629952907562256,0.10742244869470596,0.6316964030265808,1.666312336921692
125,0.9620527029037476,0.1075965017080307,0.6321149468421936,1.6653803586959839
126,0.9635189175605774,0.10635988414287567,0.6312779188156128,1.6614844799041748
127,0.9625065326690674,0.1100262999534607,0.6304408311843872,1.6364405155181885
128,0.9637982249259949,0.10203243046998978,0.6254185438156128,1.687214970588684
129,0.9657880663871765,0.10368978977203369,0.6326729655265808,1.6758801937103271
130,0.9630650877952576,0.10811729729175568,0.6298828125,1.6508195400238037
131,0.9642520546913147,0.1011459082365036,0.6325334906578064,1.6473057270050049
132,0.9647756814956665,0.10165723413228989,0.6294642686843872,1.6770609617233276
133,0.9648106098175049,0.10523495823144913,0.6333705186843872,1.666936993598938
134,0.9654738903045654,0.09881041944026947,0.6325334906578064,1.6961994171142578
135,0.9663815498352051,0.09775599092245102,0.6344866156578064,1.6756659746170044
136,0.9657531976699829,0.10053297877311707,0.6296038031578064,1.688367486000061
